lemma,pos,sentiment,inflections,stem
galant,ADJX,0.004,"galanteren,galanterem,galanter,galanterer,galantes,galantestem,galante,galantesten,galanteste,galantestes,galantester,galantere,galanteres,galanten,galantem",galant
garantiert,ADJX,0.004,"garantierteres,garantierterer,garantiertere,garantierteren,garantierterem,garantiertes,garantierter,garantiertsten,garantiertstem,garantiertster,garantiertem,garantierte,garantiertste,garantiertstes,garantierten",garantiert
gastfreundlich,ADJX,0.0854,"gastfreundlichen,gastfreundlichere,gastfreundlicher,gastfreundliches,gastfreundlichstem,gastfreundlichsten,gastfreundliche,gastfreundlichste,gastfreundlichster,gastfreundlichem,gastfreundlichstes,gastfreundlicheres,gastfreundlicherer,gastfreundlicheren,gastfreundlicherem",gastfreund
gedeihen,VVINF,0.2166,"gedeihe,gedeihst,gedeiht,gedeihest,gedeihet,gedieh,gediehst,gediehen,gedieht,gediehe,gediehest,gediehet",gedeih
gedeihlich,ADJX,0.004,"gedeihlichere,gedeihlicher,gedeihliches,gedeihlichem,gedeihlicheren,gedeihlichen,gedeihliche,gedeihlicherem,gedeihlichster,gedeihlicherer,gedeihlichstes,gedeihlicheres,gedeihlichste,gedeihlichsten,gedeihlichstem",gedeih
gediegen,ADJX,0.0831,"gediegensten,gediegenerem,gediegnere,gediegenstes,gediegenster,gediegeneren,gediegenerer,gediegnerer,gediegeneres,gediegneres,gediegenstem,gediegenere,gediegenste,gediegneren,gediegnerem,gediegene,gediegenem,gediegenen,gediegener,gediegenes,gediegner",gedieg
geduldig,ADJX,0.3342,"geduldigere,geduldigerer,geduldigerem,geduldigeren,geduldigstem,geduldigsten,geduldigste,geduldige,geduldiger,geduldiges,geduldigem,geduldigstes,geduldigen,geduldigster,geduldigeres",geduld
geeignet,ADJX,0.0974,"geeignetem,geeignete,geeigneten,geeigneter,geeignetes,geeignetste,geeignetere,geeigneterem,geeigneteren,geeignetsten,geeigneterer,geeignetstem,geeigneteres,geeignetstes,geeignetster",geeignet
gefallen,VVINF,0.2578,"gefalle,gefällst,gefällt,gefallt,gefallest,gefallet,gefiel,gefielst,gefielen,gefielt,gefielest,gefiele,gefielet",gefall
gefeiert,ADJX,0.3403,"gefeierterem,gefeierteren,gefeierteres,gefeierterer,gefeiertester,gefeiertestes,gefeierteste,gefeierte,gefeiertes,gefeierter,gefeiertestem,gefeierten,gefeiertere,gefeiertem,gefeiertesten",gefeiert
gefesselt,ADJX,0.004,"gefesselte,gefesseltem,gefesselten,gefesselter,gefesseltes,gefesseltere,gefesselterem,gefesselteren,gefesselterer,gefesselteres,gefesseltste,gefesseltstem,gefesseltsten,gefesseltster,gefesseltstes",gefesselt
gefestigt,ADJX,0.004,"gefestigtstes,gefestigtster,gefestigteren,gefestigterem,gefestigtsten,gefestigte,gefestigtstem,gefestigten,gefestigtste,gefestigtem,gefestigtes,gefestigter,gefestigterer,gefestigteres,gefestigtere",gefestigt
gefragt,ADJX,0.004,"gefragte,gefragtes,gefragtestes,gefragter,gefragtere,gefragteren,gefragterem,gefragteste,gefragteres,gefragterer,gefragtestem,gefragtesten,gefragtester,gefragten,gefragtem",gefragt
geglückt,ADJX,0.004,"geglückte,geglücktem,geglückten,geglückter,geglücktes,geglücktere,geglückterem,geglückteren,geglückterer,geglückteres,geglücktste,geglücktstem,geglücktsten,geglücktster,geglücktstes",gegluckt
gehorsam,ADJX,0.004,"gehorsamster,gehorsamste,gehorsamstes,gehorsames,gehorsamerem,gehorsameren,gehorsame,gehorsameres,gehorsamerer,gehorsamere,gehorsamstem,gehorsamer,gehorsamem,gehorsamsten,gehorsamen",gehorsam
gehörig,ADJX,0.004,"gehörigere,gehörigem,gehörigen,gehörigstes,gehörigster,gehörigsten,gehörigerer,gehörigste,gehörige,gehörigeres,gehörigstem,gehörigerem,gehöriges,gehöriger,gehörigeren",gehor
geil,ADJX,0.004,"geilerer,geiles,geiler,geilen,geilem,geileres,geilster,geileren,geilstem,geilsten,geilerem,geilste,geilstes,geilere,geile",geil
gelassen,ADJX,0.2325,"gelassener,gelasseneren,gelassneres,gelassnerer,gelassenerem,gelassenes,gelassenerer,gelasseneres,gelassneren,gelassnerem,gelassenste,gelassenen,gelassenem,gelassenstem,gelassensten,gelassnere,gelassner,gelassene,gelassenere,gelassenster,gelassenstes",gelass
geliebt,ADJX,0.2315,"geliebtestes,geliebte,geliebtestem,geliebtesten,geliebtester,geliebtere,geliebteste,geliebten,geliebtem,geliebteren,geliebtes,geliebter,geliebterem,geliebteres,geliebterer",geliebt
gelohnt,ADJX,0.5859,,gelohnt
gelungen,ADJX,1,"gelungnerem,gelungenster,gelungneren,gelungensten,gelungeneren,gelungenerem,gelungenstem,gelungneres,gelungene,gelungnerer,gelungenstes,gelungenere,gelungenen,gelungenste,gelungenem,gelungener,gelungenes,gelungenerer,gelungnere,gelungeneres,gelungner",gelung
gemeinsam,ADJX,0.004,"gemeinsamere,gemeinsamstem,gemeinsamsten,gemeinsamen,gemeinsamem,gemeinsames,gemeinsamstes,gemeinsame,gemeinsamster,gemeinsamer,gemeinsamste,gemeinsamerem,gemeinsameren,gemeinsameres,gemeinsamerer",gemeinsam
gemeinschaftlich,ADJX,0.004,"gemeinschaftlichem,gemeinschaftlichen,gemeinschaftlichstem,gemeinschaftlichsten,gemeinschaftlichste,gemeinschaftliches,gemeinschaftlicherer,gemeinschaftlicher,gemeinschaftlicheres,gemeinschaftliche,gemeinschaftlicherem,gemeinschaftlicheren,gemeinschaftlichere,gemeinschaftlichstes,gemeinschaftlichster",gemeinschaft
gemütlich,ADJX,0.368,"gemütlicherer,gemütliche,gemütlichere,gemütlicheres,gemütlicherem,gemütlicheren,gemütlichstes,gemütlichster,gemütlichen,gemütlichem,gemütliches,gemütlichstem,gemütlichsten,gemütlicher,gemütlichste",gemut
genau,ADJX,0.004,"genauester,genauestem,genauesten,genaueren,genauem,genauerem,genauen,genaueres,genauerer,genaustes,genaueste,genauster,genauere,genaust,genaustem,genausten,genaue,genaues,genauer,genauste,genauestes",genau
genehm,ADJX,0.004,"genehmer,genehmerem,genehmster,genehmem,genehmstes,genehmen,genehmsten,genehme,genehmes,genehmstem,genehmere,genehmste,genehmeres,genehmerer,genehmeren",genehm
genehmigen,VVINF,0.004,"genehmigte,genehmiget,genehmige,genehmigt,genehmigten,genehmigtet,genehmigest,genehmig,genehmigtest",genehm
genesen,VVINF,0.004,"genese,genest,genesest,genas,genasest,genast,genasen,genäse,genäsest,genäsen,genäset",genes
genial,ADJX,0.21560000000000001,"genialster,genialstes,geniale,geniales,genialer,genialste,genialeren,genialem,genialen,genialerem,genialerer,genialeres,genialere,genialsten,genialstem",genial
genießbar,ADJX,0.004,"genießbare,genießbarer,genießbarstem,genießbarsten,genießbares,genießbarste,genießbarem,genießbarerer,genießbaren,genießbareres,genießbarster,genießbarstes,genießbareren,genießbarerem,genießbarere",geniessbar
genießen,VVINF,0.4983,"genieße,genießt,genießest,genießet,genoss,genoß,genossest,genosst,genoßt,genossen,genösse,genössest,genössen,genösset",geniess
genügend,ADJX,0.1019,"genügende,genügendem,genügenden,genügender,genügendes",genug
geordnet,ADJX,0.0936,"geordnete,geordnetem,geordneten,geordneter,geordnetes,geordnetere,geordneterem,geordneteren,geordneterer,geordneteres,geordnetste,geordnetstem,geordnetsten,geordnetster,geordnetstes",geordnet
gepflegt,ADJX,0.3499,"gepflegtester,gepflegtestes,gepflegtere,gepflegteste,gepflegterem,gepflegte,gepflegtestem,gepflegtesten,gepflegter,gepflegteres,gepflegterer,gepflegten,gepflegtem,gepflegteren,gepflegtes",gepflegt
gerecht,ADJX,0.004,"gerechter,gerechtes,gerechteres,gerechterer,gerechtestem,gerechtesten,gerechtere,gerechteren,gerechterem,gerechtester,gerechtestes,gerechtem,gerechten,gerechte,gerechteste",gerecht
gerechtfertigt,ADJX,0.004,"gerechtfertigtem,gerechtfertigteren,gerechtfertigtst,gerechtfertigterem,gerechtfertigtere,gerechtfertigtster,gerechtfertigtstes,gerechtfertigtstem,gerechtfertigtsten,gerechtfertigtste,gerechtfertigteres,gerechtfertigtes,gerechtfertigter,gerechtfertigte,gerechtfertigterer,gerechtfertigten",gerechtfertigt
geruhsam,ADJX,0.0769,"geruhsamer,geruhsamerem,geruhsamste,geruhsamster,geruhsamere,geruhsamstes,geruhsameren,geruhsames,geruhsamen,geruhsamem,geruhsamstem,geruhsamsten,geruhsame,geruhsamerer,geruhsameres",geruhsam
geräumig,ADJX,0.1008,"geräumiger,geräumigeres,geräumigstem,geräumigerer,geräumigste,geräumige,geräumiges,geräumigere,geräumigsten,geräumigeren,geräumigen,geräumigem,geräumigerem,geräumigster,geräumigstes",geraum
gerührt,ADJX,0.446,"gerührten,gerührtere,gerührtem,gerührter,gerührteste,gerührtesten,gerührtestem,gerührte,gerührteres,gerührterer,gerührtestes,gerührtester,gerührteren,gerührterem,gerührtes",geruhrt
geschickt,ADJX,0.004,"geschickter,geschickterer,geschicktes,geschickteren,geschickterem,geschickte,geschicktester,geschicktestes,geschickten,geschickteste,geschicktestem,geschicktesten,geschicktem,geschicktere,geschickteres",geschickt
geschmackvoll,ADJX,0.2116,"geschmackvollere,geschmackvolleren,geschmackvolles,geschmackvoller,geschmackvollerem,geschmackvollen,geschmackvollster,geschmackvollste,geschmackvollem,geschmackvollstes,geschmackvolle,geschmackvollsten,geschmackvollerer,geschmackvollstem,geschmackvolleres",geschmackvoll
geschäftig,ADJX,0.004,"geschäftige,geschäftigeren,geschäftiges,geschäftigste,geschäftiger,geschäftigerem,geschäftigstem,geschäftigstes,geschäftigster,geschäftigsten,geschäftigere,geschäftigem,geschäftigerer,geschäftigen,geschäftigeres",geschaft
geschätzt,ADJX,0.004,"geschätztestes,geschätztem,geschätzten,geschätztes,geschätzte,geschätzter,geschätzteste,geschätztester,geschätzterer,geschätzteres,geschätztesten,geschätzteren,geschätztestem,geschätztere,geschätzterem",geschatzt
gesteigert,ADJX,0.004,"gesteigerte,gesteigertem,gesteigerten,gesteigerter,gesteigertes",gesteigert
gestiegen,ADJX,0.004,"gestiegene,gestiegenem,gestiegenen,gestiegener,gestiegenes",gestieg
gesund,ADJX,0.1554,"gesunderen,gesundem,gesünderen,gesunden,gesünderem,gesunderem,gesünderer,gesünderes,gesünder,gesundestes,gesündeste,gesundester,gesundere,gesundesten,gesundestem,gesündestes,gesündester,gesündesten,gesunderes,gesündestem,gesunderer,gesunde,gesündest,gesündere,gesundes,gesunder,gesundeste",gesund
getreu,ADJX,0.004,"getreuestem,getreuesten,getreuen,getreuerer,getreuem,getreueres,getreusten,getreuester,getreuerem,getreustem,getreueren,getreuest,getreustes,getreust,getreuster,getreuestes,getreuste,getreues,getreuer,getreuere,getreue,getreueste",getreu
gewachsen,ADJX,0.1201,"gewachsene,gewachsenem,gewachsenen,gewachsener,gewachsenes",gewachs
gewaltfrei,ADJX,0.004,"gewaltfreistes,gewaltfreister,gewaltfreie,gewaltfreistem,gewaltfreisten,gewaltfreier,gewaltfreies,gewaltfreiem,gewaltfreien,gewaltfreiere,gewaltfreiste,gewaltfreierer,gewaltfreieres,gewaltfreierem,gewaltfreieren",gewaltfrei
gewaltig,ADJX,0.004,"gewaltiger,gewaltigeren,gewaltigerem,gewaltiges,gewaltigste,gewaltigstem,gewaltige,gewaltigsten,gewaltigstes,gewaltigem,gewaltigeres,gewaltigster,gewaltigen,gewaltigerer,gewaltigere",gewalt
gewichtig,ADJX,0.004,"gewichtige,gewichtigeren,gewichtigerem,gewichtigerer,gewichtigeres,gewichtiges,gewichtiger,gewichtigster,gewichtigstes,gewichtigere,gewichtigste,gewichtigen,gewichtigsten,gewichtigem,gewichtigstem",gewicht
gewinnbringend,ADJX,0.004,"gewinnbringenderem,gewinnbringenderen,gewinnbringende,gewinnbringendstes,gewinnbringenden,gewinnbringendster,gewinnbringendem,gewinnbringenderes,gewinnbringender,gewinnbringenderer,gewinnbringendes,gewinnbringendsten,gewinnbringendere,gewinnbringendste,gewinnbringendstem",gewinnbring
gewinnen,VVINF,0.004,"gewinne,gewinnst,gewinnt,gewinnest,gewinnet,gewann,gewannst,gewannen,gewannt,gewänne,gewönne,gewännest,gewännst,gewönnest,gewönnst,gewännen,gewönnen,gewännet,gewännt,gewönnet,gewönnt",gewinn
gewissenhaft,ADJX,0.004,"gewissenhaftestem,gewissenhaftesten,gewissenhafte,gewissenhaftem,gewissenhaften,gewissenhafter,gewissenhafteren,gewissenhafterem,gewissenhaftes,gewissenhaftester,gewissenhafteres,gewissenhafterer,gewissenhaftere,gewissenhaftestes,gewissenhafteste",gewissenhaft
gewährleisten,VVINF,0.004,"gewährleiste,gewährleistest,gewährleistet,gewährleistete,gewährleistetest,gewährleisteten,gewährleistetet",gewahrleist
gewünscht,ADJX,0.004,"gewünschteren,gewünschterem,gewünschteste,gewünschtere,gewünschten,gewünschtes,gewünschter,gewünschteres,gewünschtester,gewünschterer,gewünschtestes,gewünschte,gewünschtem,gewünschtesten,gewünschtestem",gewunscht
gezielt,ADJX,0.004,"gezielte,gezieltem,gezielten,gezielter,gezieltes",gezielt
gigantisch,ADJX,0.5459,"gigantischer,gigantisches,gigantischen,gigantischem,gigantischere,gigantischstem,gigantischsten,gigantischster,gigantischeres,gigantischstes,gigantischste,gigantische,gigantischerer,gigantischerem,gigantischeren",gigant
glamourös,ADJX,0.004,"glamouröse,glamouröser,glamourösere,glamouröses,glamourösen,glamourösem,glamouröserem,glamouröseren,glamourösester,glamouröseres,glamouröserer,glamourösestes,glamouröseste,glamourösesten,glamourösestem",glamouros
glanzvoll,ADJX,0.004,"glanzvollster,glanzvollerem,glanzvollstem,glanzvollsten,glanzvolleren,glanzvolles,glanzvoller,glanzvollerer,glanzvollere,glanzvolleres,glanzvollen,glanzvollem,glanzvollste,glanzvolle,glanzvollstes",glanzvoll
glasklar,ADJX,0.004,"glasklarere,glasklarerem,glasklareren,glasklarerer,glasklareres",glasklar
glatt,ADJX,0.1099,"glatterer,glatteres,glatteren,glatterem,glattere,glattester,glattesten,glatten,glattem,glattestem,glatte,glattes,glatter,glattestes,glatteste",glatt
glaubwürdig,ADJX,0.0893,"glaubwürdigerem,glaubwürdigeren,glaubwürdigeres,glaubwürdigerer,glaubwürdigste,glaubwürdige,glaubwürdigstem,glaubwürdiges,glaubwürdiger,glaubwürdigstes,glaubwürdigen,glaubwürdigster,glaubwürdigem,glaubwürdigsten,glaubwürdigere",glaubwurd
gleichstellen,VVINF,0.004,"gleichstellt,gleichstelle,gleichgestellt,gleichstellet,gleichstellten,gleichstellest,gleichstelltet,gleichstellst,gleichstelltest,gleichstellte",gleichstell
gleichwertig,ADJX,0.004,"gleichwertigsten,gleichwertigstem,gleichwertigster,gleichwertigstes,gleichwertige,gleichwertigerer,gleichwertigeres,gleichwertigerem,gleichwertigeren,gleichwertigere,gleichwertigem,gleichwertigen,gleichwertiger,gleichwertiges,gleichwertigste",gleichwert
glorios,ADJX,0.004,"glorioserer,glorioserem,gloriosere,glorioseren,gloriosester,gloriosestes,gloriosen,gloriosestem,gloriosesten,gloriosem,gloriose,glorioser,glorioses,glorioseste,glorioseres",glorios
glorreich,ADJX,0.004,"glorreichere,glorreichste,glorreichsten,glorreichstem,glorreicher,glorreiches,glorreicheres,glorreichster,glorreichen,glorreichstes,glorreicherer,glorreichem,glorreicherem,glorreicheren,glorreiche",glorreich
glänzen,VVINF,0.3397,"glänzten,glänzte,glänzt,glänze,geglänzt,glänztest,glänztet,glänzest,glänzet",glanz
glänzend,ADJX,0.2082,"glänzenderer,glänzenderes,glänzende,glänzenden,glänzendem,glänzender,glänzenderen,glänzenderem,glänzendes,glänzendere,glänzendster,glänzendstes,glänzendste,glänzendsten,glänzendstem",glanzend
glücklich,ADJX,0.115,"glücklichsten,glücklichere,glücklichstem,glücklichster,glückliche,glücklichem,glücklichen,glückliches,glücklicher,glücklicheren,glücklicherem,glücklichste,glücklichstes,glücklicherer,glücklicheres",glucklich
glühend,ADJX,0.004,"glühende,glühendem,glühenden,glühender,glühendes,glühendere,glühenderem,glühenderen,glühenderer,glühenderes,glühendste,glühendstem,glühendsten,glühendster,glühendstes",gluhend
gnädig,ADJX,0.004,"gnädigstes,gnädigere,gnädigste,gnädigster,gnädiges,gnädiger,gnädigerer,gnädigeren,gnädigerem,gnädigeres,gnädige,gnädigem,gnädigen,gnädigstem,gnädigsten",gnadig
golden,ADJX,0.004,"goldenere,goldeneren,goldenerem,goldenen,goldenem,goldener,goldenes,goldene,goldenster,goldnerem,goldneren,goldensten,goldenstem,goldnerer,goldner,goldneres,goldenerer,goldnere,goldenste,goldenstes,goldeneres",gold
goldig,ADJX,0.1991,"goldigster,goldigeres,goldigstes,goldigerer,goldigsten,goldigste,goldigerem,goldigstem,goldigeren,goldige,goldigen,goldigem,goldigere,goldiger,goldiges",goldig
grandios,ADJX,0.1843,"grandiosester,grandiosestes,grandioser,grandiose,grandioses,grandiosen,grandioseste,grandiosem,grandiosere,grandioserer,grandioseres,grandiosesten,grandiosestem,grandioserem,grandioseren",grandios
gratulieren,VVINF,0.065,"gratuliere,gratulierst,gratuliert,gratulierest,gratulieret,gratulierte,gratuliertest,gratulierten,gratuliertet",gratuli
gravierend,ADJX,0.004,"gravierendstem,gravierendsten,gravierenderes,gravierenden,gravierendem,gravierendes,gravierender,gravierendstes,gravierenderer,gravierendster,gravierenderem,gravierenderen,gravierende,gravierendste,gravierendere",gravier
greifbar,ADJX,0.0886,"greifbarste,greifbarere,greifbare,greifbarem,greifbaren,greifbares,greifbarer,greifbarster,greifbarstes,greifbareren,greifbarstem,greifbarsten,greifbarerem,greifbarerer,greifbareres",greifbar
grenzenlos,ADJX,0.004,"grenzenlose,grenzenlosestem,grenzenloseste,grenzenlosesten,grenzenlosere,grenzenloseres,grenzenloserer,grenzenloseren,grenzenlosem,grenzenloserem,grenzenlosester,grenzenlosen,grenzenlosestes,grenzenloser,grenzenloses",grenzenlos
groß,ADJX,0.3694,"große,großem,großen,großer,großes,größere,größerem,größeren,größerer,größeres,größte,größtem,größten,größter,größtes",gross
großartig,ADJX,0.4606,"großartigster,großartigem,großartigstes,großartigen,großartigste,großartigsten,großartigeren,großartigere,großartigerem,großartigeres,großartigerer,großartige,großartigstem,großartiges,großartiger",grossart
großspurig,ADJX,0.004,"großspurigerer,großspurigeres,großspurigerem,großspurigeren,großspuriges,großspuriger,großspurigere,großspurigsten,großspurige,großspurigstem,großspurigstes,großspurigem,großspurigste,großspurigster,großspurigen",grossspur
großzügig,ADJX,0.2077,"großzügigstes,großzügigster,großzügigerer,großzügige,großzügigeres,großzügigsten,großzügigere,großzügigstem,großzügiges,großzügiger,großzügigem,großzügigen,großzügigeren,großzügigerem,großzügigste",grosszug
grundlegend,ADJX,0.004,"grundlegendstem,grundlegendsten,grundlegendster,grundlegende,grundlegendstes,grundlegenderen,grundlegenderem,grundlegenden,grundlegendem,grundlegenderer,grundlegendste,grundlegendes,grundlegender,grundlegenderes,grundlegendere",grundleg
grundsätzlich,ADJX,0.004,"grundsätzliches,grundsätzlicher,grundsätzlichere,grundsätzlichem,grundsätzlichen,grundsätzlicherer,grundsätzlicheres,grundsätzlichste,grundsätzlichsten,grundsätzlichstem,grundsätzlicheren,grundsätzlicherem,grundsätzlichster,grundsätzlichstes,grundsätzliche",grundsatz
größtmöglich,ADJX,0.004,"größtmöglichstes,größtmöglichste,größtmöglichster,größtmögliche,größtmöglichstem,größtmöglichsten,größtmöglichere,größtmöglicheren,größtmöglicherem,größtmöglicherer,größtmöglicher,größtmöglicheres,größtmögliches,größtmöglichem,größtmöglichen",grosstmog
